   (    5.864625360315571     ;     9.287392080662343  )      (     7.094944150898377 ;  1.2477499112314852 )   
  ( 8.706009666288722   ;    8.49176310703394    )  (    5.991369004382799   ;   9.728215392287034  ) 
   (    2.2661810831430476     ;   8.604996960679387    )     (   7.948724360657965     ;    8.204964273193909    )  
 (     3.089778844297052  ;   7.656666737869493     )  ( 9.326447443695116  ;   9.024005600975867  ) 
 ( 9.736978034262785     ;  5.138884157841131   )     (     7.5731497213355405     ;   1.540914985335469 )  
    (  7.346783405059391 ;  8.188244868872502    )      (     4.246942743828743 ; 9.103560071193725   )   
 (  10.3643844987875    ;     10.619336415593594 )    (     8.699823835668251  ;  1.386391689950094     )    
    (    8.432574535056125     ; 9.80980998511897 )    (    7.426127675695374   ;  7.076294505480961     )     
 (   10.447231796663303     ;     6.437013473311255     )       (     4.075036836430941 ;  1.9100025938004053    )     
     (   1.7768623959434273 ;   2.066186094692767 )     (  5.127157317605321     ;    7.063076156587175    )    
   (    9.646206731461245     ;  9.590218335801374  )    (    6.235155870137046     ;     2.89044078418817     ) 
 (     1.683907474384149 ;  1.520971962078367   )      ( 4.228459185065853     ;  3.0184899386506947     )     
 (     2.6342407981662896 ;  1.1321631330263917     )      (    9.782016214038856   ;     3.7887489431499315   )    
     ( 4.23291018099228  ;  1.4538087001432323 )       ( 5.749123546844025  ;   4.053103234526468   ) 
   ( 3.246901365370144 ;  7.1182338249863255    )       (    6.158311685322609  ; 10.3205861850681  )     
     (     2.6784021256580384  ;     4.057643972106016     )        (  10.87429497037532   ;    2.2557326775177966   )   
     (  1.1327821496589399   ; 2.053256731993415 )        (     10.922984640521648   ;     3.528492547349167     )    
    (   5.350637132102645    ;  5.135998912966691     )        (    9.48056226529746     ;   3.0157087351868084     )   
  (    10.903894174288647     ;    4.838763761095168     )    (    3.5266175022986213     ;    1.3541554555057658 )     
     (   6.055980948581482 ;    1.300232704003801 )      ( 1.161348762260336  ;   7.845141671522325  )   
   (  3.7860558710437235  ; 7.2202579677735255    )        (    9.586823429410892    ;     2.7106747353755223 )   
   (     6.977302336944677   ;    9.666808674640702 )     (    8.752304268116593     ;     9.701187397349038  ) 
 ( 1.769284113418337  ;  4.734479154896933     )    (   5.663635682824348     ;     4.054828407650872 ) 
  (    4.074364049938971    ; 10.0545598455183  )         (     4.356694376156073    ;   10.808313059966343 )  
 (   4.2581846910040415   ; 10.156670104971766   )         (   6.534899860300758     ; 8.45933881768499   )    
     (    4.984212504657973 ;  9.681954508820658   )       (     7.870791601732532     ; 2.980562073993659 )   
     (  7.222342970141968  ;    9.447841210518922    )       (  4.97166348602899   ;  7.185137610457748 )  
    (   9.421569579407901  ;   10.364361994865133   )     (  8.009265810085182     ;  10.44382053057312     )    
     (   4.846714442816311  ;   10.202036780831051 )       ( 4.013566531578826  ;  3.753631338841005    )   
  (   2.079222063640425     ;    8.2113181779222  )     (     5.830575724494431    ;   5.158082451732305  ) 
  (     3.6820151637891043   ;     2.593600789936236   )        (    1.7442330171889489    ; 10.518968003186483   ) 
   (   8.028413380312598 ;  5.823791168299768    )      (  10.762357938493112  ;    4.6397153800230875  )  
 (   9.295113417080787     ;     2.824441767744911   )      (  8.566661011180113    ;     7.740301094969138 )  
  (    10.619233408348723    ;   6.991446445633972  )      ( 9.126819243586093 ;  2.2837261544249823  )     
 (    5.419418439471445     ;   9.071299069554186     )     (    6.978612815632816 ; 5.154056955938894     )     
     (    1.881009534448034 ;   3.88991366856059   )        (     5.166125566955696   ;   10.186026425478202 ) 
 (  5.605273204568478    ;    9.933008586758625   )       (   3.8480065304223956   ;   6.046199194293052 )     
     (  5.422696699063985   ;     6.778051286465187    )   (   4.567794522698725     ; 4.465698356681202 )    
  (  7.370343071802022   ; 5.377767302721036    )         (     5.188306015379286     ; 3.8244949262409347  )    
 (   1.8332692677757936 ; 6.195211784532605  )       (     10.490083977002858  ;   3.0872600651179143    ) 
    ( 8.850007899940362   ;    10.190400866128405 )        (  3.433911485748632    ;    1.0907797137169264     )   
 ( 6.582110257703862   ;   7.6585090522119295 )   (   2.087384524877862   ;    6.182931546372726    )     
    (   7.947751962684067  ; 9.919627029275588 )         (  7.2155510389724755    ;   1.2132241784741595     ) 
 ( 10.419402389317455   ; 8.86008221265567     )      (   5.535608874895866     ;  8.874900040651903   ) 
   (    3.985554646571077   ;    9.325322550868986     )      ( 3.635669834539054    ;   2.3985988652917447     )    
    (  2.276519473518504   ;   9.364362022609242 )     (   7.557582910312245   ;   6.597586032204371 )  
 (  1.8542813351463274 ;   3.3257887949786307    )     (    3.043821993294018     ;     4.2645401855162    )  
     ( 4.666416196850568  ;    2.805336713506912     )      ( 1.4484360423813782    ;    2.9199079448908885  )  
     (   8.664073287302964 ;  10.445017218231527    )  (   6.312060596853593     ;   6.911815801809328     )  
  (  1.5840185400071696 ;    1.5838169757509692  )     (  5.600992793018177    ;    9.867549259191916  )    
  (  2.8947397880506633     ;  8.75995459623471 )     (   4.610328320317098 ;  2.496590646195446  )  
 (    8.90661572370913    ;  4.064702172336695   )        (    4.531161881515138 ; 10.745222686236147    )    
    ( 6.046146909269771  ; 4.347768883297634     )     (    1.6818484002555847  ;    9.302691932280238   )   
   ( 7.294249062590973     ;     4.274245844672179 )       (   2.40332862676774 ;   5.458936614256127    )    
    (    6.788609287950582   ; 2.233115258419075 )         (    8.618515043906934    ;   8.313875694838625 ) 
    (     7.590103985584072 ;  4.097320808616199    )          (     9.05574336343924     ;    8.338260698227092 )   
 (    7.6132807495926285   ;  9.835401165445665  )        (  1.1362834285890246  ;   2.2860911314813617  ) 
  (  8.720900454424978    ;  7.974685777885124    )      (  8.52591436572671 ;   8.458590890712276     ) 
   (   3.98254422379882    ;   2.916052433564601   )   ( 9.35056167551675     ;    7.3197479618067725  ) 
     ( 8.097282376335354   ; 10.100249491515324 )         (    10.075997083089707 ;   2.4634160000772347  )  
  (     5.980403336250201   ; 4.025778093944754 )       (   10.05160047668616   ;   6.931980098515095 )    
  (    4.514209736163846 ;     4.118338454857154     )  (   1.7181849033479337     ;     9.886582497817725  ) 
     (  2.4628722497942857   ;    3.4518374688048628  )      (  1.479883951104384    ; 8.628912932054416   )    
 (    3.551348828629878     ;  5.320960396485112     )      (   6.240100549078271 ;  10.974560406221777    )     
   (  7.708366287844339  ;    2.6653037214559383    )     (     10.601520389260864 ;    2.9779279703104837    )    
     (    5.473462527820375   ; 5.345071189627962 )       (   9.73018557411375  ;    7.008709074273054 )   
   (    10.568093340089638 ;    10.268331764933324   )    (   2.883632587816643     ;     5.179928558630717     )  
  (  5.630800742950982 ;   9.36984046974726 )       ( 2.6030916854347788     ;     3.1275428417955067     ) 
   (  6.116443517319271   ;  10.441421886544905 )       ( 4.569748966604614     ;   9.141606084135955     ) 
    (     7.359491507426643   ;     5.813916097275884 )         (    3.125071357255195  ; 3.6489961448044763 )    
  (  9.801380780649824    ; 3.890686985950918   )         (   7.4551936798014  ;  4.047705025192205  ) 
     ( 7.381931956143468 ;     8.532691786853318   )     (     3.4393684823612407 ;    9.892689999215216 ) 
   (   4.094832372831763     ;    1.2951165722411841  )       ( 6.1624776584218015    ;  3.433288932204971    )   
 (  3.7071778499273846     ;   1.515570452477091    )  (   8.09160831564537     ;  10.50219673366497 ) 
     (   7.643080372971294    ;   9.253844374543954   )    (   7.91668894500808    ;  6.756005551596811     )  
     (  6.031335074376645  ;   6.083231613220648  )      (    5.055189243032303  ;     4.267306100692452 )   
     (     6.917152394435474    ;     8.733411817562502   )     (     4.820883065572165   ;    3.4683530301190872    )     
     (    8.637950132875961     ; 10.584896153995102 )         (   9.256672352483811 ;  5.446291127147022   )  
    (    10.3632111279173   ; 6.015035706689761    )     (  8.631474779895244 ;    9.589945411358547 )   
     (   5.798400378840304    ;    2.5955921666451744   )   (    8.601172979407348    ; 1.5881729587694706    )     
 (     5.052946305939509     ; 6.141871778050744     )        (  8.033627186871268   ; 6.779777722461987    )   
 (  9.672285030269682   ;    3.613420530274817 )     (   2.4977502031550327     ;   3.854987381153433 ) 
  (   5.833964618448716 ;    8.866282458122974   )       ( 8.416643698323965   ;   3.908492588229924 )  
 (    10.707815625510367 ; 6.256820677837348  )          (     2.884798615949692   ;     9.84404958982038     )    
 (   6.980180112697279   ;     7.097100637296322  )  (  4.149357516879368    ;    1.130644796300613 ) 
    ( 10.542206814292237 ;    3.961835952943651    )      (     7.755438340924494 ;  8.910220934698447   )  
    ( 6.342205375436135    ;    7.84689631190635     )   (     3.355523088242192 ; 6.456967687726304 )   
   (     7.402066589972593  ;    3.1793794509581166    )      ( 7.1829059814851215   ;     9.988173168656775 )    
     (  1.9977418582908693   ;  5.679242518462519     )   ( 5.189206398632227 ;   4.826638690732741 )     
    ( 4.003787602114155    ;    8.072499450312655    )     (    1.845944415831984 ;    1.914655266490162     ) 
  (  1.4019708364371233  ;    8.655979218966719   )        ( 9.61017590552007 ;    9.679544146673484   ) 
   (  7.953937165211446  ; 7.7136456261316635     )       (    4.054194565886263   ;    6.25075804598242   )   
  (  3.0379430634244167 ;    6.784481395809845 )    (     9.659292164511267    ;    7.028545961376506     )   
     (    4.649648049728147  ;     5.781933661982167  )         (     1.273585415329537     ;    2.604180614362  )   
 (     10.566970996450255     ;   2.9649225645612955   )      ( 6.233900324703972   ;     2.031747101650766 )  
 (    2.67900901236413     ;   2.7604118360278265   )    ( 2.1517245119311257  ;    6.451495659917606 ) 
   (  9.479017780631693 ;     6.437541900290073   )       ( 5.363218488974383    ;  8.06475623497604     )     
 ( 1.7214558106102298  ; 10.633325856296489   )        (   5.043289401198029  ;   9.460415227901564 ) 
   (   6.243089101750428  ;    8.72990827189492     )        (  7.983729985816986 ;    8.292954790631427   )    
    ( 2.9481613604862402   ; 10.083385223316778  )       (    9.035416862103574 ;   2.3120557886280135  )     
    (     9.95762313909982  ; 2.104187889966075  )   ( 2.2145734432635233    ;     9.743761524879373  )  
    (     1.9224266765898859     ;   10.189028437914686   )     (     7.473094713266381   ;  10.023204832940152  )  
   (     6.500881151631293 ; 10.504408117597974 )     (    8.132933645112939    ;   9.878898315495471    )   
 (   4.000071402363849    ;     10.621688544286284  )    (   3.9845520172544813     ;  9.768585567779395    )     
  (     5.181338846411677     ;   3.00372400066392  )      (   5.049431828367746   ;  5.6666561425627995 )    
   (   2.229824526627319  ;  6.343058710323344    )     (     1.0066499181888136    ;     1.2031226920887386  )   
     (     7.888075847182506 ;    9.751683941273948     )     (   1.2835160179233387    ; 5.154160510472695    )  
  (   7.753714541313994     ;  4.802358888273152  )      (  10.810271473518315     ;     9.284209104038705   ) 
     (     10.741167435346398   ;     10.42149466342755   )    (  6.438852590603068 ;   1.5396372052016707  )    
   (   2.707460828555881  ;  5.6335995324189705  )      (    9.025713758222109 ; 9.59396966527393 )   
 (  8.242074838090215    ; 5.157287557023807   )      (   6.178716237318508 ;  9.744677343783163   )    
 (   5.620863594903879     ; 2.8528490793037156  )  (   10.668076877020738     ;  6.1615287277029696     ) 
   ( 9.924034957714683     ; 8.021384016043138   )    (     9.501380707540683 ;    5.486504100159923 )  
   (  9.31819488588255    ;     9.55549818695107  )       ( 8.662655845060927    ;  1.7852741212623204   )   
     (     9.502452522402702  ;     2.941560962993565  )       (     8.515509591024188   ;   6.850237233115121   )  
   (   1.3185891907629579     ; 5.113526395525291 )        (     4.870330121667468   ;     10.85512386114235   ) 
     ( 6.525289443019936  ;  2.1583167086331123   )       (   10.71554654073777     ;  8.361159290584098  )   
 (    6.736433935576798 ;     4.872767335127793  )     ( 3.612955416522169   ; 4.674791700173245    ) 
   ( 10.523456144319255    ;   7.172136103887032   )    (   3.7571064271175016     ; 7.556980957149342 )     
 ( 3.681760311406652   ;  2.350173821835038  )     (   7.698753297921546  ;   9.284051824394176   ) 
     (   7.661202039328421     ; 2.1907570701224612 )   ( 2.732365635503145    ;   4.060107183846421   ) 
  (   1.1606332458594728     ; 3.931084630117049     )        (     6.947702775438356   ; 5.78100582104957     )     
  (    9.886506190002267  ;     10.076435080513392 )    (  9.945452400827458     ;   1.149902014118325  )  
    ( 9.47554319993232 ;   6.066488769311423   )   (  9.216929535650257 ;    3.14434715064085   )    
    ( 6.581467409081356    ;     10.793209615809523 )     (   7.187838371651283  ;   9.83495493713882     )     
  (     3.125795766956818    ; 4.9702924795592685 )     (   3.9260980463419872     ; 3.5556275933820602   )     
 (  8.712695591296423     ;  2.3541697632883287  )      (   10.513728423312193   ;  5.425346235307424     )  
     (    6.207902351877799   ;   8.816583731796634  )      (  8.082801313774663     ;    10.22152209378065   )  
   (     5.48170188973283  ;    4.268719107901967    )     (   7.515451402395712  ; 6.604912219985677 )  
   ( 10.315971930866132     ;  2.436898851161419  )     (     4.807951869300865 ; 7.6960954306105025  )  
  (   3.4752899725291986 ; 3.4898422998048386    )        (  7.098851057471065    ;  7.0035119946024285    )   
  (  4.942100165975441    ;    4.517486644455769     )      (     4.361172346197812 ; 4.703066539952086 )    
  (  8.315945528689623   ; 2.861370020006301     )       ( 1.7586762620217502   ; 9.269291423791405    ) 
   (  10.37676079222591     ;     7.296576141140077     )  (    7.666185646718573 ;    9.458075110659678     ) 
  (   8.812228344346162    ;   2.065244728334356 )      (     2.3539720196870886 ;    1.6409504180371406   )   
  (    3.1091965949061473     ;   8.761640348266354    )       (  2.3362063384891076    ;   7.490947323011814 ) 
   (   3.6091612870304095    ;     1.0687867466754577 )       (  5.383469910710222    ;    7.020007424353187    )     
    (    3.7278087850002217 ;  7.346662575861912   )     (     1.1993304490304515    ; 1.9679605815333814 )    
   (    10.338622158418572     ;   6.071959336385944    )         (     2.7609784266274042     ;  4.543065295317729  ) 
     (   7.32054939209985    ;   9.1294023525311   )     (  3.323927085673172  ;   6.514109775186706    )     
 (   7.269734094213344  ;    7.954634409002819  )   (    4.090774385291483  ;     3.6540773443737242  ) 
    (     6.375310118290789 ; 7.528660782263521    )         (  7.544028155573751 ; 10.535372829757504     ) 
    (  7.459256001278688     ;     3.223858125195819  )     (    1.4429927440205428  ;  10.676612544312256    ) 
     ( 6.180314358535992     ;   5.501545640471908   )        ( 8.48471916606517 ;    7.040976148482107  )    
   (  5.401972883015889     ;   7.461117276030455     )       (    6.629017493080748    ;  7.886121210043651  )  
    (     2.7245071721490923   ; 10.240738444433857   )        (    5.087530658306832  ;     2.9656603879508294     )     
 (   6.181087096062202   ;    1.2696036153213732   )     (    10.976872586422074    ;    5.082200718621473   )    
    ( 3.097945440532405     ;   10.371758133719405    )          ( 1.635827592024838     ;     1.9919461222526194  )    
  (    7.1186084521495     ;   8.721480464412817     )      ( 7.6066121646088956  ; 3.660861415531053     )    
 (     8.392189701295564 ;   5.650228513161795 )       (  1.2802005556444842    ;  9.872399395361   )  
     ( 1.925745400297101     ;     8.30514801310747    )     (  6.2057114110499185   ;   3.1867912171264017 ) 
    (   9.100693784452885 ; 9.15914275284891  )      (  2.0638570136756877   ;  2.2518973107729203 )  
   ( 7.3532952031762315    ; 6.372508657848208   )     (     10.304456849434565   ;  10.465622634505822 )    
 (   3.019195975989744    ;   2.0061291174605014    )      (  5.448010803211956 ;    4.989893658400493    ) 
     (  2.3420342997389865  ; 3.0862334202340307 )     (    7.051337423480327    ;  1.1161975994662434  )    
  (    5.646109026588968    ;  10.52071732890478 )      (  7.337273306809993   ;    6.982684727727272  )   
   (  9.673109748181488   ;  10.86702661464957  )      (  9.488435017886575  ;    3.6428329237569095   )   
   (     3.08291153871464   ;     5.951603029056941  )    (   1.6050443645989934  ;  5.485674413159351 ) 
    (  10.11842936505544  ;     5.340892341286825     )    ( 1.3268147185180337  ;  6.007586242620796  ) 
  (  7.4345380498442895 ;    6.663914812948002 )        (     6.11890203154993  ;     3.9356406977338834     )    
    (     9.091052050644182  ;   8.786399228280466    )         ( 4.221915854899243   ;     4.7025216975657225  )  
 (    4.709769898012053    ;  2.8364783189743017    )     (     1.2659946071719366   ;   2.2730005349527715  )   
     (  5.795579194672951  ;   6.08194699923539    )        (     7.548942334903841    ;   6.321975656388354    )    
 ( 5.221625975593124    ; 3.6590831875805354     )       (  10.978429573217731    ;     9.76407551292732  )    
  ( 4.87854477816753    ;    3.153031438879429  )        (  10.678253761754817  ;     1.634822023416275    )  
     ( 6.487752775283048     ;     7.02974812004473    )        (     6.258665399862582    ;    10.323358151822237   )  
   (    10.578805810589014    ; 7.919510141027051     )        (   7.7507550981615525  ;     2.1567377360145805     ) 
     (  8.630815814434424   ;   1.7519858255045142   )      ( 1.2049021970432696    ; 10.335776748436416   )     
   (   3.3779334002679398    ;  3.7428681447843175     )     (   4.9532884538723305    ;     9.222468745380198    )  
 (  2.2788896065303867  ;     2.23207024041047   )      ( 1.5364713599686732    ; 8.978961450129534   )   
   (     9.150603117033258    ;    5.373484055041609     )       (    10.294022675305557  ;    5.558095885577512 )  
  (     8.965848265957458 ;   5.676300655988537  )     (  5.619227189034217 ;    1.0455094719318505  )   
    (    10.814985988140648     ; 7.397894412079893    )         (  5.877844760573256  ;   9.353299587733988   )  
     (     4.031756895089334   ;   1.788268118129497 )      (     7.990936609838259    ;    2.265251393988225    )     
  ( 2.483138488372455   ;  5.186061078662141 )   (     2.68175026867615  ; 10.833626568639652 )   
 (  2.023261816530697   ;    4.96612067243847     )     (  5.386671314637179     ;  7.127516304162116   )    
    (   6.111393908495042     ;     8.33863523711057  )          ( 7.830233765951666  ;   1.3327547684601406   ) 
     (  4.593980395579095  ;   8.99982954060698 )       (     5.264196215763071   ;  9.203397126904115     )    
   (    10.65075212184131  ;  6.634224105845806    )      (     4.37067886274001     ;    4.864758921749094    )   
    (  10.90489298610228    ;    4.26845429095664   )      (     6.82936240664269     ;  3.968017330477873     )     
 (   3.697271176285464 ; 8.476655607016376    )          (    3.5487505224773024   ; 2.1963769107715105    )    
    (     10.524732678494281    ;    7.4374081952473645    )        ( 4.561495540709338   ;    4.122795436264772    )   
    (  5.642456986319731  ;     1.8422453065552993   )     ( 9.583783980774568   ;    7.4192743679406625  )   
   ( 8.830376127965664     ;   3.6557245168081325     )     (     4.2387881218695656   ;     7.417710757414369   )     
  (    6.323654850523315   ;   7.727060709280536  )         (    6.9441766819818485   ;    7.022311401670492     )     
     (     4.9072344200866835     ;     1.2533219418510047   )    (    1.463689895071815 ;   6.973569770794215    )    
  (    4.174438920121699     ;    6.094187826422559   )     ( 10.122777421784603 ;  1.463806975295098    ) 
    (   1.9496433775368962  ; 8.938269899026423     )   ( 2.6882973800582954   ;  4.10427148311128    )     
     ( 7.8750042379962455     ;  4.320995843253826 )        (   5.912278358273632    ; 9.24380585643855     )    
   (    10.161254053119295   ; 5.494054214254631 )     (    8.73974537952072     ;  3.6390723872514443  )  
    (     10.50255643076091     ; 8.146403761122158     )        (    8.180605421140168   ; 3.4763432194518     )  
 ( 2.155424452120238    ;  1.9768432498448454   )   (     10.845598077474108  ;     1.744852498953188   )   
     (     6.181702481173146    ;     5.118145735632477 )      ( 5.146307864054215  ;   10.961710775218627   )     
     (     10.855608460701642 ;     6.41275333580926   )     (    9.15923853575576     ;    6.248381728757394     )     
     (     9.234841090762872   ;     10.540036303069849    )      (    9.153950238481563     ;     3.758722193156411 )     
   ( 9.895747642766727  ;     10.995113493371898   )        (    3.7852597178932537   ;  9.458584354059106 )   
  (     5.832554569830458     ;   5.919236091110268 )       (     8.949502169579539     ;    3.2569791565162776  ) 
 (     6.520661583962525     ;    1.78173257991616 )    (    8.304855699236953  ;  3.488804869516694 )    
 ( 8.143997337430552   ;   9.913517864807565     )     (   4.455729063415326    ;   6.749135815808392   )     
 (  6.986438272935304 ;     10.892163639964643     )       ( 5.801211424229304     ; 8.079074470760375  )   
 (   10.98728877994554    ;   1.7785318647751494    )    (  4.047583596495244    ;  6.503166110700803    )   
 (     4.460825413908562   ;  1.204970379574435     )         (   7.384893842031544     ;     10.91837578721429 )     
     (  10.979902272610019 ;  7.315071331632288   )      (     4.3275948583611505     ;     1.3346279999273216    )  
    ( 9.423620137386195   ;    3.5549920388575753    )       (     3.219242781380081  ;  10.466908844264374 ) 
 ( 8.189056622473938  ;  7.316338365726488     )       (  2.4012602136487526 ;    10.678929814610884     )   
     (  2.56706023822468    ; 6.430610089893765  )        ( 6.0457608196145   ;     1.2783563176210846  )     
     (  10.282106058502546     ;   8.515209526085572  )    (   10.652435562271094     ;     1.1635956057585275    )  
   (   10.1962145568885    ;    8.171012587710191     )    ( 7.2095040830281425     ;    1.8221498680162997  )    
    (     9.176931749045348   ; 7.031501168599428  )         (  4.018725636854934    ;    5.6805308270324915    )     
     (  2.1293736959816867    ;   1.663460346653596 )       (    5.184473829529644     ;     4.805735619083458   )  
   (    10.192331717430244   ;  4.319235417501114  )     (   9.766874784464889   ;   4.9582877567510035   ) 
 (  2.098440774032279   ; 1.5405533030268506   )          (   6.599005535359978 ;    9.996838629409316  )    
  (    3.698411241845393  ;     5.613905429042797     )     (    9.768157934592061 ;   1.6343320002232444    )     
  (   10.649321620483214     ;  3.8774946798042733  )     ( 9.76116114830625  ;     9.545730531082455  )   
 (     9.2669746335785    ;  10.879741735505892 )    (    5.273771008349146  ;     6.827306496139821     )   
 (     10.542315902005821    ;   8.389357721797236    )    (     10.68411809991294  ;  5.807493033169567 )     
  (     2.3219146683232017     ;   8.256976689313134 )     (    4.1902212159068135    ;   9.209298987483209     )  
   ( 4.652507391996522    ;     3.128351424991398    )         ( 1.611561335178259 ;     1.6642853367465351     )   
 (  3.2896038428777232    ; 10.009111477590967   )     (     10.854718583275895   ; 6.578105953412422  )    
   (   6.370154873372899   ;    1.6810849620323334 )       (    2.0430726972944404     ;     3.3476086069502022   )   
  (    9.24928462601512 ;    10.970180491775816  )        ( 8.310564983145078     ; 9.929499707644421  )  
    (   2.501082482576206   ;   2.8658342311266285  )     (   2.259522882838292     ;   5.760572121410754    ) 
   (  8.08346064067612  ;     9.492017671624222    )   ( 3.0825467792501695 ;   10.029493298914261  ) 
  (  8.667070686873245     ;  2.9298078461494352     )      (  9.348460752005664  ; 10.300158561867347    )   
 (   5.128286393298741  ;    10.891521992406199   )     (    2.4523237827059887  ;     6.486605448688133    )  
 (    7.206246255829843   ; 10.246411971912034     )       ( 5.729504911272985  ;   5.179489939083073     )   
 (     2.3239591265633788     ; 3.397923287374727  )     ( 4.233820778788549     ;    9.324127612291877   )    
     (    7.5734737601533695 ; 2.5125157927287414  )       (     10.179733992207204 ; 8.25009340600123 )     
  (    9.865108474216616 ;   6.6000470644068585     )   (  9.048617600854026  ;  3.0523885440949963 ) 
   ( 9.240745617672026   ;     6.445717912306396    )      (   1.3590772655518504 ; 2.3241660650732068   )  
   (     10.351187047217612 ;     2.393581297048694  )      (    5.101340433603527     ; 3.2410208370985307  ) 
    (    7.097572623601878 ;  9.98161189681708     )        (  3.835704845531165     ;     2.9968416009786027     )     
   ( 5.436861653183836 ;  8.428341166650672    )    ( 5.45505181249626    ;     5.591225413613262  )     
     (     9.351375412136461  ;     6.971051259177289  )      (  6.611419421523256 ;  8.968455013447318 ) 
     (     4.982403808031655  ;   4.0555348848370665     )     (     7.8066414054736555 ; 7.508037841330172 )     
    (     7.927873869126726     ;     4.377415374649676   )      (    4.147045791811971    ;   4.866808728439031   )  
    (    8.704080135858193   ;   8.775029702239994 )    (     6.762216980948014 ;    2.1725940905973484     )  
   (   1.371478519164834 ; 1.9738752846860954   )         (     9.887821626684577  ;    6.569438597563981     ) 
     ( 10.324542657064505 ;  3.182617209428259    )       ( 8.612494816997593  ;   5.114395434880127     ) 
    ( 10.245681353874419    ;     4.54065953802354 )     (     2.28878931186362  ;    9.025878295628923     )   
     (   4.223220454836144  ;    2.417278675089096     )     (    8.60818955176817    ;     3.2835753256250912  )    
    (     5.033445803384068   ;   6.562319025951705    )     (   3.3401846999478404   ; 6.5799264376449855    )    
  (  4.5867092927140725   ;   2.1084514645441224  )      (     10.735406455313285   ;   6.623163324144733     )   
  (  6.5375974901117795     ;    9.424993344949566   )      (    9.592828879338231 ;     5.791911050879438 )     
   ( 7.059162610522976 ;    6.823293558367212     )        (  9.991030460431928 ;    2.1413524980220977   )  
  (  8.781215466837141   ;     1.1136763025051968     )       (   5.68351908634732  ;     10.760955574276464  )   
  (  2.8926822595292703 ;   1.0139506414526913    )   ( 7.158118210991362   ;     10.483763427501248   )   
     (    4.408022001910311 ;   8.40948086414204     )   ( 10.360418164445242   ;  10.947245193154068 )   
   (  5.5977088278171605   ;    2.464820100092582     )    (    6.081287167270626  ;  5.0057113783744915    )    
    (   2.582774040841619  ;     1.586905925837421 )   (    5.0084462959329015   ;    1.4942911249913173    ) 
   ( 10.093412896987283  ;  8.239818185550597   )       (   3.442106983731099     ;  3.3444706809018765 )     
  (  9.391652767993126   ;    1.6111008885197833   )        ( 4.674670833717057  ;  6.051196879619439 )   
  (     4.358084696980514  ;     3.1296442346568023    )        (    1.0344909240399849  ;   1.4915407851113274     )  
    ( 10.742655589708862    ;  9.835131759934962     )      (  1.5936976604544575 ;   2.094924705677437    )    
   (  3.579525437282425   ;   10.599047311840975     )     (    10.540085078172515   ;     10.364912204340069   )  
 (    7.765985472488976  ;   10.197247144753721    )         (     1.2130612438443569    ;     8.75255954112321   ) 
    (     6.805438079334168 ;    6.23409169632596     )      (    10.803659851941221   ;    4.881331303936052    )    
    (    4.714442106556111 ;     3.9181427818161065     )      (    10.718615325220384     ; 7.123576279253026    )     
  (  6.09381740113824  ;    3.6894215125042686    )   (   7.6085003016852415 ;  5.528567362386481 )   
   (   9.3638132556863   ;   6.698228502814466 )       ( 10.059923943418532 ;  3.10210409174167 ) 
  (    8.16334054615195    ;   3.135528079776592     )        (   5.951796506212506   ;     2.4376766894669757  )   
    (     5.913263909118589 ;  8.414892993055208 )       ( 5.475651750840017   ;   2.6991930241096687 ) 
     (   8.54375835449187  ;     2.206013872376138    )          (     4.820035168087731    ;  1.9552688678062349  )    
   (    10.385727705891748  ;    5.319769483543126     )      (   5.518954068743773 ;   9.86507898931569 )  
    (   8.226285539298292    ;     9.444859496678113   )        (    4.464389166010745 ;    5.71577273368035     )   
   (    8.528298098410637     ;    4.73600148031864  )   (     9.582869065954458     ;   6.811449990694742     )   
   (  2.8139913473874203    ;   10.253688023553096    )     (  6.176108485552231  ;     2.213701500990373 )  
   (   6.212618063149394  ;  2.255508531047922   )    (  8.925706845579487 ;     6.833710594009922   )   
   (    4.172189959133234  ; 5.339031891170712     )     (    4.561911336153982 ; 10.875918220515999 ) 
     (    2.335270742677155    ;   1.4362521778775508 )     (  10.196440804153163     ; 9.6332491189661    )     
     (  4.578831968683556 ;   1.6595974608704191  )      (    2.319373964277546     ;    8.633902319503436 )     
    (  4.218171168017992    ; 5.9995003084143335   )  ( 1.4600979849524034    ;  9.139702334779091    )    
    (     3.3748936662548283     ;   5.8735312494129355     )     ( 7.512321695898676     ;  8.996014241355233    ) 
    (   5.508955187043117    ;   4.527094226167046  )         (    10.723149915600246     ;     3.833220789044172     )    
   (  6.114768890877205  ;    10.285685304414887    )         (     3.3462203142779026     ;    3.619761612689108 )   
    ( 6.581372006394673    ;    7.658713374055281   )   (     6.958903333910599 ; 9.566735365950413   )   
    (  6.216658834229968   ; 1.2948833620944336  )       (    10.443564941786617 ;   6.384064404568426    )  
   (  7.435672896360519 ;   7.789141883310551     )        (  3.63289035493948 ; 4.888222093608563  )     
     (  9.112963371845982   ;     10.341185403142042 )        (   1.6192722372414972     ;    9.961521472090057  )    
    (  3.0990032112573798     ; 1.2655323284096567     )      (     4.728259420347206     ; 8.862968180724724     )  
   (  8.900670792441304    ;     7.353154481018372     )       ( 9.156070246306074 ;   4.890674896050983     )  
 (  1.5257928079391738   ; 3.084673989609327   )     ( 3.27116598699026  ;   1.3958379415153312  ) 
   (   7.491749650660279     ;  6.69512135233086 )        (    4.579889332226463   ; 1.1482770440768044 )   
